Program.Unique.ID,Univesity.Name,Program.Name,University.type,Area,Grade,Program.type,State,Program.score
"27,5",UNIVERSIDADE FEDERAL DE RONDÔNIA,EDUCAÇÃO ESCOLAR,PÚBLICA,EDUCAÇÃO,MESTRADO PROFISSIONAL/DOUTORADO PROFISSIONAL,PROFISSIONAL,RO,4
"27,6",UNIVERSIDADE FEDERAL DE RONDÔNIA,EDUCAÇÃO,PÚBLICA,EDUCAÇÃO,MESTRADO,ACADÊMICO,RO,4
"27,7",UNIVERSIDADE FEDERAL DE RONDÔNIA,DIREITOS HUMANOS E DESENVOLVIMENTO DA JUSTIÇA,PÚBLICA,INTERDISCIPLINAR,MESTRADO PROFISSIONAL,PROFISSIONAL,RO,3
"27,8",UNIVERSIDADE FEDERAL DE RONDÔNIA,AGROECOSSISTEMAS AMAZÔNICOS,PÚBLICA,INTERDISCIPLINAR,MESTRADO,ACADÊMICO,RO,A
"28,1",UNIVERSIDADE FEDERAL DE PERNAMBUCO,TECNOLOGIAS ENERGÉTICAS E NUCLEARES,PÚBLICA,ENGENHARIAS II,MESTRADO/DOUTORADO,ACADÊMICO,PE,5
"28,2",UNIVERSIDADE FEDERAL DE PERNAMBUCO,SOCIOLOGIA,PÚBLICA,SOCIOLOGIA,MESTRADO/DOUTORADO,ACADÊMICO,PE,6
"28,3",UNIVERSIDADE FEDERAL DE PERNAMBUCO,SAÚDE TRANSLACIONAL,PÚBLICA,MEDICINA II,MESTRADO,ACADÊMICO,PE,A
"28,4",UNIVERSIDADE FEDERAL DE PERNAMBUCO,SAÚDE DA COMUNICAÇÃO HUMANA,PÚBLICA,EDUCAÇÃO FÍSICA,MESTRADO,ACADÊMICO,PE,3
"28,5",UNIVERSIDADE FEDERAL DE PERNAMBUCO,PSICOLOGIA COGNITIVA,PÚBLICA,PSICOLOGIA,MESTRADO/DOUTORADO,ACADÊMICO,PE,4
"28,6",UNIVERSIDADE FEDERAL DE PERNAMBUCO,NUTRIÇÃO,PÚBLICA,NUTRIÇÃO,MESTRADO/DOUTORADO,ACADÊMICO,PE,5
"28,7",UNIVERSIDADE FEDERAL DE PERNAMBUCO,MÚSICA,PÚBLICA,ARTES,MESTRADO,ACADÊMICO,PE,3
"28,8",UNIVERSIDADE FEDERAL DE PERNAMBUCO,MORFOTECNOLOGIA,PÚBLICA,CIÊNCIAS BIOLÓGICAS II,MESTRADO,ACADÊMICO,PE,3
"28,9",UNIVERSIDADE FEDERAL DE PERNAMBUCO,MATEMÁTICA,PÚBLICA,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,MESTRADO/DOUTORADO,ACADÊMICO,PE,5
"28,1",UNIVERSIDADE FEDERAL DE PERNAMBUCO,LETRAS,PÚBLICA,LINGUÍSTICA E LITERATURA,MESTRADO/DOUTORADO,ACADÊMICO,PE,4
"28,11",UNIVERSIDADE FEDERAL DE PERNAMBUCO,INOVAÇÃO TERAPÊUTICA,PÚBLICA,FARMÁCIA,MESTRADO/DOUTORADO,ACADÊMICO,PE,5
"28,12",UNIVERSIDADE FEDERAL DE PERNAMBUCO,HOTELARIA E TURISMO,PÚBLICA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO,ACADÊMICO,PE,3
"28,13",UNIVERSIDADE FEDERAL DE PERNAMBUCO,HISTÓRIA,PÚBLICA,HISTÓRIA,MESTRADO/DOUTORADO,ACADÊMICO,PE,4
"28,14",UNIVERSIDADE FEDERAL DE PERNAMBUCO,"GESTÃO, INOVAÇÃO E CONSUMO",PÚBLICA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO,ACADÊMICO,PE,A
"28,15",UNIVERSIDADE FEDERAL DE PERNAMBUCO,GESTÃO PÚBLICA PARA O DESENVOLVIMENTO DO NORDESTE,PÚBLICA,INTERDISCIPLINAR,MESTRADO PROFISSIONAL,PROFISSIONAL,PE,3
"28,16",UNIVERSIDADE FEDERAL DE PERNAMBUCO,GESTÃO E ECONOMIA DA SAÚDE,PÚBLICA,ECONOMIA,MESTRADO PROFISSIONAL/DOUTORADO PROFISSIONAL,PROFISSIONAL,PE,5
"28,17",UNIVERSIDADE FEDERAL DE PERNAMBUCO,GERONTOLOGIA,PÚBLICA,INTERDISCIPLINAR,MESTRADO,ACADÊMICO,PE,3
"28,18",UNIVERSIDADE FEDERAL DE PERNAMBUCO,FISIOTERAPIA,PÚBLICA,EDUCAÇÃO FÍSICA,MESTRADO,ACADÊMICO,PE,3
"28,19",UNIVERSIDADE FEDERAL DE PERNAMBUCO,ESTATÍSTICA,PÚBLICA,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,MESTRADO/DOUTORADO,ACADÊMICO,PE,5
"28,2",UNIVERSIDADE FEDERAL DE PERNAMBUCO,ERGONOMIA,PÚBLICA,"ARQUITETURA, URBANISMO E DESIGN",MESTRADO PROFISSIONAL,PROFISSIONAL,PE,3
"28,21",UNIVERSIDADE FEDERAL DE PERNAMBUCO,ENGENHARIA MECÂNICA,PÚBLICA,ENGENHARIAS III,MESTRADO/DOUTORADO,ACADÊMICO,PE,3
"28,22",UNIVERSIDADE FEDERAL DE PERNAMBUCO,ENGENHARIA ELÉTRICA,PÚBLICA,ENGENHARIAS IV,MESTRADO/DOUTORADO,ACADÊMICO,PE,5
"28,23",UNIVERSIDADE FEDERAL DE PERNAMBUCO,ENGENHARIA CIVIL E AMBIENTAL,PÚBLICA,ENGENHARIAS I,MESTRADO,ACADÊMICO,PE,3
"28,24",UNIVERSIDADE FEDERAL DE PERNAMBUCO,ENGENHARIA CIVIL,PÚBLICA,ENGENHARIAS I,MESTRADO/DOUTORADO,ACADÊMICO,PE,5
"28,25",UNIVERSIDADE FEDERAL DE PERNAMBUCO,ENFERMAGEM,PÚBLICA,ENFERMAGEM,MESTRADO/DOUTORADO,ACADÊMICO,PE,4
"28,26",UNIVERSIDADE FEDERAL DE PERNAMBUCO,EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICA,PÚBLICA,ENSINO,MESTRADO,ACADÊMICO,PE,3
"28,27",UNIVERSIDADE FEDERAL DE PERNAMBUCO,EDUCAÇÃO,PÚBLICA,EDUCAÇÃO,MESTRADO/DOUTORADO,ACADÊMICO,PE,5
"28,28",UNIVERSIDADE FEDERAL DE PERNAMBUCO,ECONOMIA - CAMPUS AGRESTE,PÚBLICA,ECONOMIA,MESTRADO,ACADÊMICO,PE,4
"28,29",UNIVERSIDADE FEDERAL DE PERNAMBUCO,ECONOMIA,PÚBLICA,ECONOMIA,MESTRADO/DOUTORADO,ACADÊMICO,PE,5
"28,3",UNIVERSIDADE FEDERAL DE PERNAMBUCO,DIREITO,PÚBLICA,DIREITO,MESTRADO/DOUTORADO,ACADÊMICO,PE,4
"28,31",UNIVERSIDADE FEDERAL DE PERNAMBUCO,DESENVOLVIMENTO URBANO,PÚBLICA,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,MESTRADO/DOUTORADO,ACADÊMICO,PE,5
"28,32",UNIVERSIDADE FEDERAL DE PERNAMBUCO,DESENVOLVIMENTO E MEIO AMBIENTE,PÚBLICA,CIÊNCIAS AMBIENTAIS,MESTRADO,ACADÊMICO,PE,5
"28,33",UNIVERSIDADE FEDERAL DE PERNAMBUCO,COMUNICAÇÃO,PÚBLICA,COMUNICAÇÃO E INFORMAÇÃO,MESTRADO/DOUTORADO,ACADÊMICO,PE,5
"28,34",UNIVERSIDADE FEDERAL DE PERNAMBUCO,CIRURGIA,PÚBLICA,MEDICINA III,MESTRADO/DOUTORADO,ACADÊMICO,PE,4
"28,35",UNIVERSIDADE FEDERAL DE PERNAMBUCO,CIÊNCIAS GEODÉSICAS E TECNOLOGIAS DA GEOINFORMAÇÃO,PÚBLICA,GEOCIÊNCIAS,MESTRADO,ACADÊMICO,PE,3
"28,36",UNIVERSIDADE FEDERAL DE PERNAMBUCO,CIÊNCIAS BIOLÓGICAS,PÚBLICA,CIÊNCIAS BIOLÓGICAS I,MESTRADO/DOUTORADO,ACADÊMICO,PE,5
"28,37",UNIVERSIDADE FEDERAL DE PERNAMBUCO,CIÊNCIA DE MATERIAIS,PÚBLICA,MATERIAIS,MESTRADO/DOUTORADO,ACADÊMICO,PE,5
"28,38",UNIVERSIDADE FEDERAL DE PERNAMBUCO,ANTROPOLOGIA,PÚBLICA,ANTROPOLOGIA / ARQUEOLOGIA,MESTRADO/DOUTORADO,ACADÊMICO,PE,5
"28,39",UNIVERSIDADE FEDERAL DE PERNAMBUCO,ADMINISTRAÇÃO,PÚBLICA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO/DOUTORADO,ACADÊMICO,PE,4
"29,1",UNIVERSIDADE FEDERAL DE OURO PRETO,EVOLUÇÃO CRUSTAL E RECURSOS NATURAIS,PÚBLICA,GEOCIÊNCIAS,MESTRADO/DOUTORADO,ACADÊMICO,MG,5
"29,2",UNIVERSIDADE FEDERAL DE OURO PRETO,ENGENHARIA MINERAL,PÚBLICA,ENGENHARIAS II,MESTRADO/DOUTORADO,ACADÊMICO,MG,4
"29,3",UNIVERSIDADE FEDERAL DE OURO PRETO,ENGENHARIA AMBIENTAL,PÚBLICA,ENGENHARIAS I,MESTRADO/DOUTORADO,ACADÊMICO,MG,5
"29,4",UNIVERSIDADE FEDERAL DE OURO PRETO,ARTES CÊNICAS,PÚBLICA,ARTES,MESTRADO,ACADÊMICO,MG,3
"30,1",UNIVERSIDADE FEDERAL DE MINAS GERAIS,ZOOLOGIA,PÚBLICA,BIODIVERSIDADE,MESTRADO/DOUTORADO,ACADÊMICO,MG,5
"30,2",UNIVERSIDADE FEDERAL DE MINAS GERAIS,SOCIOLOGIA,PÚBLICA,SOCIOLOGIA,MESTRADO/DOUTORADO,ACADÊMICO,MG,5
"30,3",UNIVERSIDADE FEDERAL DE MINAS GERAIS,"SOCIEDADE, AMBIENTE E TERRITÓRIO",PÚBLICA,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,MESTRADO,ACADÊMICO,MG,3
"30,4",UNIVERSIDADE FEDERAL DE MINAS GERAIS,SAÚDE DA MULHER,PÚBLICA,MEDICINA III,MESTRADO/DOUTORADO,ACADÊMICO,MG,3
"30,5",UNIVERSIDADE FEDERAL DE MINAS GERAIS,PRODUÇÃO VEGETAL,PÚBLICA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,ACADÊMICO,MG,4
"30,6",UNIVERSIDADE FEDERAL DE MINAS GERAIS,PRODUÇÃO ANIMAL,PÚBLICA,ZOOTECNIA / RECURSOS PESQUEIROS,MESTRADO,ACADÊMICO,MG,4
"30,7",UNIVERSIDADE FEDERAL DE MINAS GERAIS,NEUROCIÊNCIAS,PÚBLICA,INTERDISCIPLINAR,MESTRADO/DOUTORADO,ACADÊMICO,MG,5
"30,8",UNIVERSIDADE FEDERAL DE MINAS GERAIS,MICROBIOLOGIA APLICADA,PÚBLICA,CIÊNCIAS BIOLÓGICAS III,MESTRADO PROFISSIONAL,PROFISSIONAL,MG,3
"30,9",UNIVERSIDADE FEDERAL DE MINAS GERAIS,HISTÓRIA,PÚBLICA,HISTÓRIA,MESTRADO/DOUTORADO,ACADÊMICO,MG,7
"30,1",UNIVERSIDADE FEDERAL DE MINAS GERAIS,GEOTECNIA E TRANSPORTES,PÚBLICA,ENGENHARIAS I,MESTRADO,ACADÊMICO,MG,3
"30,11",UNIVERSIDADE FEDERAL DE MINAS GERAIS,GEOGRAFIA,PÚBLICA,GEOGRAFIA,MESTRADO/DOUTORADO,ACADÊMICO,MG,6
"30,12",UNIVERSIDADE FEDERAL DE MINAS GERAIS,ESTUDOS DO LAZER,PÚBLICA,INTERDISCIPLINAR,MESTRADO/DOUTORADO,ACADÊMICO,MG,5
"30,13",UNIVERSIDADE FEDERAL DE MINAS GERAIS,ESTUDOS DA OCUPAÇÃO,PÚBLICA,EDUCAÇÃO FÍSICA,MESTRADO,ACADÊMICO,MG,A
"30,14",UNIVERSIDADE FEDERAL DE MINAS GERAIS,EDUCAÇÃO E DOCÊNCIA,PÚBLICA,EDUCAÇÃO,MESTRADO PROFISSIONAL,PROFISSIONAL,MG,4
"30,15",UNIVERSIDADE FEDERAL DE MINAS GERAIS,ECONOMIA,PÚBLICA,ECONOMIA,MESTRADO/DOUTORADO,ACADÊMICO,MG,6
"30,16",UNIVERSIDADE FEDERAL DE MINAS GERAIS,DEMOGRAFIA,PÚBLICA,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,MESTRADO/DOUTORADO,ACADÊMICO,MG,7
"30,17",UNIVERSIDADE FEDERAL DE MINAS GERAIS,CIÊNCIAS FLORESTAIS,PÚBLICA,CIÊNCIAS AGRÁRIAS I,MESTRADO,ACADÊMICO,MG,A
"30,18",UNIVERSIDADE FEDERAL DE MINAS GERAIS,CIÊNCIAS DO ESPORTE,PÚBLICA,EDUCAÇÃO FÍSICA,MESTRADO/DOUTORADO,ACADÊMICO,MG,5
"30,19",UNIVERSIDADE FEDERAL DE MINAS GERAIS,CIÊNCIAS DE ALIMENTOS,PÚBLICA,CIÊNCIA DE ALIMENTOS,MESTRADO/DOUTORADO,ACADÊMICO,MG,4
"30,2",UNIVERSIDADE FEDERAL DE MINAS GERAIS,CIÊNCIAS DA SAÚDE,PÚBLICA,MEDICINA II,MESTRADO/DOUTORADO,ACADÊMICO,MG,4
"30,21",UNIVERSIDADE FEDERAL DE MINAS GERAIS,CIÊNCIAS APLICADAS À CIRURGIA E À OFTALMOLOGIA,PÚBLICA,MEDICINA III,MESTRADO/DOUTORADO,ACADÊMICO,MG,4
"30,22",UNIVERSIDADE FEDERAL DE MINAS GERAIS,BIOQUÍMICA E IMUNOLOGIA,PÚBLICA,CIÊNCIAS BIOLÓGICAS II,MESTRADO/DOUTORADO,ACADÊMICO,MG,7
"30,23",UNIVERSIDADE FEDERAL DE MINAS GERAIS,ANÁLISE E MODELAGEM DE SISTEMAS AMBIENTAIS,PÚBLICA,CIÊNCIAS AMBIENTAIS,MESTRADO/DOUTORADO,ACADÊMICO,MG,4
"31,1",UNIVERSIDADE FEDERAL DE LAVRAS,BOTÂNICA APLICADA,PÚBLICA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,ACADÊMICO,MG,4
"31,2",UNIVERSIDADE FEDERAL DE LAVRAS,ADMINISTRAÇÃO PÚBLICA,PÚBLICA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO PROFISSIONAL,PROFISSIONAL,MG,3
"32,1",UNIVERSIDADE FEDERAL DE JUIZ DE FORA - GOVERNADOR VALADARES,CIÊNCIAS APLICADAS À SAÚDE,PÚBLICA,INTERDISCIPLINAR,MESTRADO,ACADÊMICO,MG,A
"33,1",UNIVERSIDADE FEDERAL DE JUIZ DE FORA,SAÚDE COLETIVA,PÚBLICA,SAÚDE COLETIVA,MESTRADO/DOUTORADO,ACADÊMICO,MG,4
"33,2",UNIVERSIDADE FEDERAL DE JUIZ DE FORA,SAÚDE,PÚBLICA,MEDICINA I,MESTRADO/DOUTORADO,ACADÊMICO,MG,5
"33,3",UNIVERSIDADE FEDERAL DE JUIZ DE FORA,MATEMÁTICA,PÚBLICA,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,MESTRADO,ACADÊMICO,MG,3
"33,4",UNIVERSIDADE FEDERAL DE JUIZ DE FORA,FÍSICA,PÚBLICA,ASTRONOMIA / FÍSICA,MESTRADO/DOUTORADO,ACADÊMICO,MG,4
"33,5",UNIVERSIDADE FEDERAL DE JUIZ DE FORA,CIÊNCIAS SOCIAIS,PÚBLICA,SOCIOLOGIA,MESTRADO/DOUTORADO,ACADÊMICO,MG,4
"33,6",UNIVERSIDADE FEDERAL DE JUIZ DE FORA,CIÊNCIA DA RELIGIÃO,PÚBLICA,CIÊNCIAS DA RELIGIÃO E TEOLOGIA,MESTRADO/DOUTORADO,ACADÊMICO,MG,5
"34,1",UNIVERSIDADE FEDERAL DE ITAJUBÁ,ENGENHARIA DE PRODUÇÃO,PÚBLICA,ENGENHARIAS III,MESTRADO/DOUTORADO,ACADÊMICO,MG,4
"34,2",UNIVERSIDADE FEDERAL DE ITAJUBÁ,EDUCAÇÃO EM CIÊNCIAS,PÚBLICA,ENSINO,MESTRADO,ACADÊMICO,MG,3
"34,3",UNIVERSIDADE FEDERAL DE ITAJUBÁ,"DESENVOLVIMENTO, TECNOLOGIAS E SOCIEDADE",PÚBLICA,INTERDISCIPLINAR,MESTRADO,ACADÊMICO,MG,3
"35,1",UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,SISTEMAS AGROINDUSTRIAIS,PÚBLICA,CIÊNCIAS AMBIENTAIS,MESTRADO,ACADÊMICO,PB,3
"35,2",UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,MATEMÁTICA - UFPB-J.P. - UFCG,PÚBLICA,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,DOUTORADO,ACADÊMICO,PB,5
"35,3",UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,HORTICULTURA TROPICAL,PÚBLICA,CIÊNCIAS AGRÁRIAS I,MESTRADO,ACADÊMICO,PB,3
"35,4",UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,GESTÃO E SISTEMAS AGROINDUSTRIAIS,PÚBLICA,CIÊNCIAS AMBIENTAIS,MESTRADO PROFISSIONAL,PROFISSIONAL,PB,3
"35,5",UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,FÍSICA,PÚBLICA,ASTRONOMIA / FÍSICA,MESTRADO,ACADÊMICO,PB,3
"35,6",UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,EXPLORAÇÃO PETROLÍFERA E MINERAL,PÚBLICA,GEOCIÊNCIAS,MESTRADO,ACADÊMICO,PB,3
"35,7",UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,ENGENHARIA QUÍMICA,PÚBLICA,ENGENHARIAS II,MESTRADO/DOUTORADO,ACADÊMICO,PB,3
"35,8",UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,EDUCAÇÃO,PÚBLICA,EDUCAÇÃO,MESTRADO,ACADÊMICO,PB,3
"35,9",UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,CIÊNCIA E SAÚDE ANIMAL,PÚBLICA,MEDICINA VETERINÁRIA,MESTRADO/DOUTORADO,ACADÊMICO,PB,4
"35,1",UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,CIÊNCIA E ENGENHARIA DE MATERIAIS,PÚBLICA,ENGENHARIAS II,MESTRADO/DOUTORADO,ACADÊMICO,PB,5
"35,11",UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,CIÊNCIA ANIMAL,PÚBLICA,ZOOTECNIA / RECURSOS PESQUEIROS,MESTRADO,ACADÊMICO,PB,3
"36,1",UNIVERSIDADE FEDERAL DE ALFENAS,NUTRIÇÃO E LONGEVIDADE,PÚBLICA,NUTRIÇÃO,MESTRADO,ACADÊMICO,MG,A
"36,2",UNIVERSIDADE FEDERAL DE ALFENAS,ENFERMAGEM,PÚBLICA,ENFERMAGEM,MESTRADO/DOUTORADO,ACADÊMICO,MG,4
"36,3",UNIVERSIDADE FEDERAL DE ALFENAS,CIÊNCIA E ENGENHARIA DE MATERIAIS,PÚBLICA,ENGENHARIAS II,MESTRADO,ACADÊMICO,MG,3
"37,1",UNIVERSIDADE FEDERAL DE ALAGOAS,QUÍMICA E BIOTECNOLOGIA,PÚBLICA,QUÍMICA,MESTRADO/DOUTORADO,ACADÊMICO,AL,4
"37,2",UNIVERSIDADE FEDERAL DE ALAGOAS,PROTEÇÃO DE PLANTAS,PÚBLICA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,ACADÊMICO,AL,4
"37,3",UNIVERSIDADE FEDERAL DE ALAGOAS,NUTRIÇÃO,PÚBLICA,NUTRIÇÃO,MESTRADO,ACADÊMICO,AL,3
"37,4",UNIVERSIDADE FEDERAL DE ALAGOAS,MODELAGEM COMPUTACIONAL DE CONHECIMENTO,PÚBLICA,INTERDISCIPLINAR,MESTRADO,ACADÊMICO,AL,3
"37,5",UNIVERSIDADE FEDERAL DE ALAGOAS,INFORMÁTICA,PÚBLICA,CIÊNCIA DA COMPUTAÇÃO,MESTRADO,ACADÊMICO,AL,3
"37,6",UNIVERSIDADE FEDERAL DE ALAGOAS,FILOSOFIA,PÚBLICA,FILOSOFIA,MESTRADO,ACADÊMICO,AL,A
"37,7",UNIVERSIDADE FEDERAL DE ALAGOAS,ENSINO DE CIÊNCIAS E MATEMÁTICA,PÚBLICA,ENSINO,MESTRADO PROFISSIONAL,PROFISSIONAL,AL,3
"37,8",UNIVERSIDADE FEDERAL DE ALAGOAS,DIVERSIDADE BIOLÓGICA E CONSERVAÇÃO NOS TRÓPICOS,PÚBLICA,BIODIVERSIDADE,MESTRADO/DOUTORADO,ACADÊMICO,AL,4
"37,9",UNIVERSIDADE FEDERAL DE ALAGOAS,CIÊNCIA DA INFORMAÇÃO,PÚBLICA,COMUNICAÇÃO E INFORMAÇÃO,MESTRADO,ACADÊMICO,AL,A
"37,1",UNIVERSIDADE FEDERAL DE ALAGOAS,CIÊNCIA ANIMAL,PÚBLICA,MEDICINA VETERINÁRIA,MESTRADO,ACADÊMICO,AL,3
"37,11",UNIVERSIDADE FEDERAL DE ALAGOAS,ANTROPOLOGIA SOCIAL,PÚBLICA,ANTROPOLOGIA / ARQUEOLOGIA,MESTRADO,ACADÊMICO,AL,3
"37,12",UNIVERSIDADE FEDERAL DE ALAGOAS,AGRONOMIA (PRODUÇÃO VEGETAL),PÚBLICA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,ACADÊMICO,AL,4
"37,13",UNIVERSIDADE FEDERAL DE ALAGOAS,AGRICULTURA E AMBIENTE,PÚBLICA,CIÊNCIAS AGRÁRIAS I,MESTRADO,ACADÊMICO,AL,3
"38,1",UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA ),SAÚDE COLETIVA,PÚBLICA,SAÚDE COLETIVA,MESTRADO,ACADÊMICO,PB,A
"38,2",UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA ),"POLÍTICAS PÚBLICAS, GESTÃO E AVALIAÇÃO DA EDUCAÇÃO SUPERIOR",PÚBLICA,EDUCAÇÃO,MESTRADO PROFISSIONAL,PROFISSIONAL,PB,3
"38,3",UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA ),NEUROCIÊNCIA COGNITIVA E COMPORTAMENTO,PÚBLICA,PSICOLOGIA,MESTRADO/DOUTORADO,ACADÊMICO,PB,4
"38,4",UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA ),FÍSICA,PÚBLICA,ASTRONOMIA / FÍSICA,MESTRADO/DOUTORADO,ACADÊMICO,PB,5
"38,5",UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA ),ENGENHARIA MECÂNICA,PÚBLICA,ENGENHARIAS III,MESTRADO/DOUTORADO,ACADÊMICO,PB,3
"38,6",UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA ),ENGENHARIA CIVIL E AMBIENTAL,PÚBLICA,ENGENHARIAS I,MESTRADO/DOUTORADO,ACADÊMICO,PB,4
"38,7",UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA ),"DIREITOS HUMANOS, CIDADANIA E POLÍTICAS PÚBLICAS",PÚBLICA,INTERDISCIPLINAR,MESTRADO,ACADÊMICO,PB,4
"38,8",UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA ),DESENVOLVIMENTO E MEIO AMBIENTE - PRODEMA,PÚBLICA,CIÊNCIAS AMBIENTAIS,MESTRADO,ACADÊMICO,PB,4
"38,9",UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA ),"COMPUTAÇÃO, COMUNICAÇÃO E ARTES",PÚBLICA,ARTES,MESTRADO,ACADÊMICO,PB,3
"39,1",UNIVERSIDADE FEDERAL DA BAHIA,SAÚDE COLETIVA,PÚBLICA,SAÚDE COLETIVA,MESTRADO/DOUTORADO,ACADÊMICO,BA,7
"39,2",UNIVERSIDADE FEDERAL DA BAHIA,MATEMÁTICA - UFBA-UFAL,PÚBLICA,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,DOUTORADO,ACADÊMICO,BA,4
"39,3",UNIVERSIDADE FEDERAL DA BAHIA,MATEMÁTICA,PÚBLICA,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,MESTRADO,ACADÊMICO,BA,4
"39,4",UNIVERSIDADE FEDERAL DA BAHIA,LETRAS E LINGÜÍSTICA,PÚBLICA,LINGUÍSTICA E LITERATURA,MESTRADO/DOUTORADO,ACADÊMICO,BA,5
"39,5",UNIVERSIDADE FEDERAL DA BAHIA,GEOFÍSICA,PÚBLICA,GEOCIÊNCIAS,MESTRADO/DOUTORADO,ACADÊMICO,BA,4
"39,6",UNIVERSIDADE FEDERAL DA BAHIA,FARMÁCIA,PÚBLICA,FARMÁCIA,MESTRADO/DOUTORADO,ACADÊMICO,BA,4
"39,7",UNIVERSIDADE FEDERAL DA BAHIA,ENGENHARIA ELÉTRICA,PÚBLICA,ENGENHARIAS IV,MESTRADO/DOUTORADO,ACADÊMICO,BA,4
"39,8",UNIVERSIDADE FEDERAL DA BAHIA,CONTABILIDADE,PÚBLICA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO,ACADÊMICO,BA,3
"39,9",UNIVERSIDADE FEDERAL DA BAHIA,ARTES CÊNICAS,PÚBLICA,ARTES,MESTRADO/DOUTORADO,ACADÊMICO,BA,6
"39,1",UNIVERSIDADE FEDERAL DA BAHIA,ARQUITETURA E URBANISMO,PÚBLICA,"ARQUITETURA, URBANISMO E DESIGN",MESTRADO/DOUTORADO,ACADÊMICO,BA,4
"40,1",UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA,CIÊNCIAS AMBIENTAIS,PÚBLICA,CIÊNCIAS AMBIENTAIS,MESTRADO,ACADÊMICO,BA,3
"41,1",UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO,SOCIOLOGIA POLÍTICA,PÚBLICA,SOCIOLOGIA,MESTRADO/DOUTORADO,ACADÊMICO,RJ,4
"41,2",UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO,PRODUÇÃO VEGETAL,PÚBLICA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,ACADÊMICO,RJ,5
"41,3",UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO,POLÍTICAS SOCIAIS,PÚBLICA,INTERDISCIPLINAR,MESTRADO/DOUTORADO,ACADÊMICO,RJ,5
"41,4",UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO,GENÉTICA E MELHORAMENTO DE PLANTAS,PÚBLICA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,ACADÊMICO,RJ,6
"41,5",UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO,ECOLOGIA E RECURSOS NATURAIS,PÚBLICA,BIODIVERSIDADE,MESTRADO/DOUTORADO,ACADÊMICO,RJ,6
