"","Degree","Closeness","Betweennes","Eigenvector","SS","Node","Partition","Country","Level"
"text2617",8,0.00193798449612403,23.6123782946338,0.180962865025968,"text26","text26","Program","Mexico","Master"
"text2717",8,0.00193798449612403,26.396660988999,0.174839007121801,"text27","text27","Program","Mexico","Master"
"text6016",8,0.00193798449612403,23.6123782946338,0.180962865025968,"text60","text60","Program","Mexico","Master"
"text937",8,0.00194552529182879,30.6019713473135,0.168331974193747,"text93","text93","Program","Mexico","Master"
"text11110",8,0.00194552529182879,28.8216186766817,0.181044976084065,"text111","text111","Program","Mexico","Master"
"text3493",8,0.00193798449612403,36.9113697926288,0.173566386167628,"text349","text349","Program","Mexico","Master"
"text3773",8,0.00193798449612403,23.6123782946338,0.180962865025968,"text377","text377","Program","Mexico","Master"
"text3893",8,0.00193798449612403,37.6800304656939,0.170006843042106,"text389","text389","Program","Mexico","Master"
"text4453",8,0.00194552529182879,29.7521321094198,0.177485432958542,"text445","text445","Program","Mexico","Master"
"text4823",8,0.00194552529182879,28.8216186766817,0.181044976084065,"text482","text482","Program","Mexico","Master"
"text5172",8,0.00193798449612403,23.6123782946338,0.180962865025968,"text517","text517","Program","Mexico","Master"
"text5416",7,0.00193050193050193,17.8703536284477,0.170443420633105,"text54","text54","Program","Mexico","Master"
"text5516",7,0.00193050193050193,22.2648966534292,0.15160656083862,"text55","text55","Program","Mexico","Master"
"text6116",7,0.00193050193050193,18.8210635544555,0.166883877507582,"text61","text61","Program","Mexico","Master"
"text6216",7,0.00193050193050193,20.4872066249827,0.164319562728938,"text62","text62","Program","Mexico","Master"
"text6316",7,0.00193050193050193,20.4872066249827,0.164319562728938,"text63","text63","Program","Mexico","Master"
"text6916",7,0.00193050193050193,20.4872066249827,0.164319562728938,"text69","text69","Program","Mexico","Master"
"text7016",7,0.00192307692307692,28.7754542805915,0.144127970922184,"text70","text70","Program","Mexico","Master"
"text7116",7,0.00192307692307692,28.7754542805915,0.144127970922184,"text71","text71","Program","Mexico","Master"
"text7715",7,0.00192307692307692,27.9201643257073,0.156840972812502,"text77","text77","Program","Mexico","Master"
"text7815",7,0.00192307692307692,27.9201643257073,0.156840972812502,"text78","text78","Program","Mexico","Master"
"text1006",7,0.00193050193050193,20.4872066249827,0.164319562728938,"text100","text100","Program","Mexico","Master"
"text1136",7,0.00193050193050193,20.4872066249827,0.164319562728938,"text113","text113","Program","Mexico","Master"
"text1146",7,0.00193050193050193,20.4872066249827,0.164319562728938,"text114","text114","Program","Mexico","Master"
"text4483",7,0.00193050193050193,23.9649902422959,0.138072587965154,"text448","text448","Program","Mexico","Master"
"text4633",7,0.00193798449612403,23.6201645000956,0.166965988565679,"text463","text463","Program","Mexico","Master"
"text4723",7,0.00193050193050193,18.8210635544555,0.166883877507582,"text472","text472","Program","Mexico","Master"
"text4893",7,0.00192307692307692,22.2079453010047,0.152739072555695,"text489","text489","Program","Mexico","Master"
"text5133",7,0.00193798449612403,23.608069144593,0.150793542227987,"text513","text513","Program","Mexico","Master"
"text5182",7,0.00193798449612403,23.6201645000956,0.166965988565679,"text518","text518","Program","Mexico","Master"
"text5402",7,0.00193050193050193,18.8210635544555,0.166883877507582,"text540","text540","Program","Mexico","Master"
"text3917",6,0.00192307692307692,16.095307478535,0.130930476961568,"text39","text39","Program","Mexico","Master"
"text4017",6,0.00192307692307692,16.095307478535,0.130930476961568,"text40","text40","Program","Mexico","Master"
"text4317",6,0.00192307692307692,18.2962941511136,0.124806619057402,"text43","text43","Program","Mexico","Master"
"text4417",6,0.00192307692307692,18.2962941511136,0.124806619057402,"text44","text44","Program","Mexico","Master"
"text4517",6,0.00191570881226054,10.9752441463438,0.153718007277978,"text45","text45","Program","Mexico","Master"
"text5616",6,0.00192307692307692,16.1740969251241,0.150240575210552,"text56","text56","Program","Mexico","Master"
"text5916",6,0.00192307692307692,16.1740969251241,0.150240575210553,"text59","text59","Program","Mexico","Master"
"text6816",6,0.00192307692307692,16.1740969251241,0.150240575210553,"text68","text68","Program","Mexico","Master"
"text7515",6,0.00191570881226054,10.9752441463438,0.153718007277978,"text75","text75","Program","Mexico","Master"
"text7615",6,0.00192307692307692,14.5939976033564,0.147210974349924,"text76","text76","Program","Mexico","Master"
"text8315",6,0.00191570881226054,10.9752441463438,0.153718007277978,"text83","text83","Program","Mexico","Master"
"text8415",6,0.00191570881226054,10.9752441463438,0.153718007277978,"text84","text84","Program","Mexico","Master"
"text16110",6,0.00191570881226054,12.8305991947985,0.141005005387661,"text161","text161","Program","Mexico","Master"
"text1665",6,0.00190114068441065,11.6717650848031,0.137545560940287,"text166","text166","Program","Mexico","Master"
"text1675",6,0.00191570881226054,12.100713081394,0.150158464152456,"text167","text167","Program","Mexico","Master"
"text1735",6,0.00192307692307692,15.4723231051349,0.143651431224401,"text173","text173","Program","Mexico","Master"
"text1885",6,0.00190839694656489,16.2118111027645,0.129606724950663,"text188","text188","Program","Mexico","Master"
"text3217",6,0.00192307692307692,13.5701111106468,0.156364433114719,"text321","text321","Program","Mexico","Master"
"text3343",6,0.00191570881226054,23.1348855862475,0.133608526529321,"text334","text334","Program","Mexico","Master"
"text3483",6,0.00190839694656489,14.3369252692519,0.139573202326091,"text348","text348","Program","Mexico","Master"
"text3523",6,0.00192307692307692,14.2392437190723,0.140191986777028,"text352","text352","Program","Mexico","Master"
"text3673",6,0.00193050193050193,19.920394815706,0.143733542282498,"text367","text367","Program","Mexico","Master"
"text3923",6,0.00192307692307692,19.2670599314693,0.123993600446769,"text392","text392","Program","Mexico","Master"
"text3963",6,0.00190839694656489,13.7808346077392,0.13298405833994,"text396","text396","Program","Mexico","Master"
"text4173",6,0.00191570881226054,16.8558530187844,0.142219628162832,"text417","text417","Program","Mexico","Master"
"text4283",6,0.00191570881226054,10.9752441463438,0.153718007277978,"text428","text428","Program","Mexico","Master"
"text4293",6,0.00190839694656489,14.3369252692519,0.139573202326091,"text429","text429","Program","Mexico","Master"
"text4353",6,0.00192307692307692,15.3268241345967,0.140083935726363,"text435","text435","Program","Mexico","Master"
"text4563",6,0.00190839694656489,14.3369252692519,0.139573202326091,"text456","text456","Program","Mexico","Master"
"text4653",6,0.00192307692307692,13.5701111106468,0.156364433114719,"text465","text465","Program","Mexico","Master"
"text4673",6,0.00192307692307692,13.5701111106468,0.156364433114719,"text467","text467","Program","Mexico","Master"
"text4693",6,0.00191570881226054,10.9752441463438,0.153718007277978,"text469","text469","Program","Mexico","Master"
"text4717",6,0.00191570881226054,12.100713081394,0.150158464152456,"text471","text471","Program","Mexico","Master"
"text4733",6,0.00191570881226054,10.9752441463438,0.153718007277978,"text473","text473","Program","Mexico","Master"
"text4763",6,0.00191570881226054,12.100713081394,0.150158464152456,"text476","text476","Program","Mexico","Master"
"text4883",6,0.00190839694656489,12.9195948780746,0.142137517104735,"text488","text488","Program","Mexico","Master"
"text5033",6,0.00190114068441065,12.6041337781708,0.129524613892566,"text503","text503","Program","Mexico","Master"
"text5108",6,0.00190839694656489,12.0606575106531,0.145697060230258,"text510","text510","Program","Mexico","Master"
"text5202",6,0.00192307692307692,13.5701111106468,0.156364433114719,"text520","text520","Program","Mexico","Master"
"text5232",6,0.00193050193050193,18.2996244121885,0.140274097835124,"text523","text523","Program","Mexico","Master"
"text5317",6,0.00192307692307692,13.5701111106468,0.156364433114719,"text531","text531","Program","Mexico","Master"
"text5342",6,0.00192307692307692,13.5701111106468,0.156364433114719,"text534","text534","Program","Mexico","Master"
"text5352",6,0.00190839694656489,16.8000218861894,0.12604718182514,"text535","text535","Program","Mexico","Master"
"text5417",6,0.00192307692307692,13.5701111106468,0.156364433114719,"text541","text541","Program","Mexico","Master"
"text7915",5,0.00190839694656489,8.40981094675237,0.130485560994798,"text79","text79","Program","Mexico","Master"
"text8015",5,0.00190839694656489,8.40981094675237,0.130485560994798,"text80","text80","Program","Mexico","Master"
"text8115",5,0.00190839694656489,8.40981094675237,0.130485560994798,"text81","text81","Program","Mexico","Master"
"text8215",5,0.00190839694656489,8.40981094675237,0.130485560994798,"text82","text82","Program","Mexico","Master"
"text8715",5,0.00190839694656489,8.40981094675237,0.130485560994798,"text87","text87","Program","Mexico","Master"
"text8815",5,0.00190839694656489,8.40981094675237,0.130485560994798,"text88","text88","Program","Mexico","Master"
"text17110",5,0.0018796992481203,10.7653960991651,0.109321768470014,"text171","text171","Program","Mexico","Master"
"text3333",5,0.00190839694656489,8.40981094675237,0.130485560994798,"text333","text333","Program","Mexico","Master"
"text3423",5,0.00190839694656489,13.7981180679448,0.118987181879651,"text342","text342","Program","Mexico","Master"
"text3433",5,0.00189393939393939,21.6428990550387,0.0998717082333027,"text343","text343","Program","Mexico","Master"
"text3503",5,0.00191570881226054,10.8290216117809,0.133131986831539,"text350","text350","Program","Mexico","Master"
"text3563",5,0.00189393939393939,17.8203804509836,0.108049147515841,"text356","text356","Program","Mexico","Master"
"text3803",5,0.00191570881226054,13.1852500662344,0.127008128927372,"text380","text380","Program","Mexico","Master"
"text3873",5,0.00190114068441065,12.2714524808887,0.115527737432277,"text387","text387","Program","Mexico","Master"
"text3883",5,0.00191570881226054,10.7427448184638,0.129564491333501,"text388","text388","Program","Mexico","Master"
"text4003",5,0.00189393939393939,17.8203804509836,0.108049147515841,"text400","text400","Program","Mexico","Master"
"text4083",5,0.00190839694656489,13.4693521368592,0.115419686381613,"text408","text408","Program","Mexico","Master"
"text4133",5,0.00189393939393939,8.34178760754521,0.123466573421901,"text413","text413","Program","Mexico","Master"
"text4153",5,0.00190839694656489,8.40981094675237,0.130485560994798,"text415","text415","Program","Mexico","Master"
"text4193",5,0.00190114068441065,8.44851776136971,0.131618072711872,"text419","text419","Program","Mexico","Master"
"text4223",5,0.00191570881226054,10.8290216117809,0.133131986831538,"text422","text422","Program","Mexico","Master"
"text4303",5,0.00190839694656489,7.56334610527047,0.139639019759593,"text430","text430","Program","Mexico","Master"
"text4418",5,0.00191570881226054,10.7427448184638,0.1295644913335,"text441","text441","Program","Mexico","Master"
"text4493",5,0.00191570881226054,9.81181415218328,0.129672542384165,"text449","text449","Program","Mexico","Master"
"text4518",5,0.00190114068441065,10.7119183379109,0.125494214807706,"text451","text451","Program","Mexico","Master"
"text4533",5,0.00191570881226054,13.0111919711782,0.123440633429334,"text453","text453","Program","Mexico","Master"
"text4543",5,0.00191570881226054,9.81181415218328,0.129672542384165,"text454","text454","Program","Mexico","Master"
"text4583",5,0.00189393939393939,8.34178760754521,0.123466573421901,"text458","text458","Program","Mexico","Master"
"text4623",5,0.00190839694656489,7.56334610527047,0.139639019759593,"text462","text462","Program","Mexico","Master"
"text4753",5,0.00191570881226054,13.0111919711782,0.123440633429334,"text475","text475","Program","Mexico","Master"
"text4793",5,0.0018796992481203,19.5851909553562,0.101925289611675,"text479","text479","Program","Mexico","Master"
"text4853",5,0.00190114068441065,10.0707184964049,0.115337575323517,"text485","text485","Program","Mexico","Master"
"text4863",5,0.00191570881226054,10.8290216117809,0.133131986831539,"text486","text486","Program","Mexico","Master"
"text4873",5,0.00191570881226054,10.8290216117809,0.133131986831539,"text487","text487","Program","Mexico","Master"
"text4943",5,0.00190114068441065,9.42633621911173,0.122464613947077,"text494","text494","Program","Mexico","Master"
"text5083",5,0.00190839694656489,9.47543262770363,0.123358522371237,"text508","text508","Program","Mexico","Master"
"text5143",5,0.00189393939393939,7.46684876322194,0.127026116547424,"text514","text514","Program","Mexico","Master"
"text5162",5,0.00189393939393939,6.4676809226471,0.128971646875131,"text516","text516","Program","Mexico","Master"
"text5192",5,0.00190114068441065,8.44851776136971,0.131618072711872,"text519","text519","Program","Mexico","Master"
"text5216",5,0.00190114068441065,12.6535352400181,0.100060258654555,"text521","text521","Program","Mexico","Master"
"text5242",5,0.00190114068441065,8.44851776136971,0.131618072711872,"text524","text524","Program","Mexico","Master"
"text5292",5,0.00189393939393939,7.501377299111,0.125412103749609,"text529","text529","Program","Mexico","Master"
"text5372",5,0.00190114068441065,19.3093041965326,0.0952280945748594,"text537","text537","Program","Mexico","Master"
"text5382",5,0.00189393939393939,7.46684876322194,0.127026116547424,"text538","text538","Program","Mexico","Master"
"text1919",4,0.00190839694656489,8.28443420084808,0.10633204505032,"text19","text19","Program","Mexico","Master"
"text2317",4,0.00190114068441065,14.7609145999138,0.0927295972297169,"text23","text23","Program","Mexico","Master"
"text1206",4,0.00189393939393939,7.10550854442399,0.0956646721658585,"text120","text120","Program","Mexico","Master"
"text1605",4,0.00190114068441065,5.53317943190439,0.116406573476412,"text160","text160","Program","Mexico","Master"
"text1655",4,0.00190114068441065,5.53317943190439,0.116406573476412,"text165","text165","Program","Mexico","Master"
"text1685",4,0.00186567164179104,5.1054635760691,0.0895667542542591,"text168","text168","Program","Mexico","Master"
"text1695",4,0.00189393939393939,8.36510621257115,0.102261768524525,"text169","text169","Program","Mexico","Master"
"text1725",4,0.00188679245283019,6.22001689227565,0.10023412713872,"text172","text172","Program","Mexico","Master"
"text1745",4,0.00188679245283019,5.50559440884019,0.102179657466428,"text174","text174","Program","Mexico","Master"
"text1975",4,0.00187265917602996,6.95041216154957,0.098802324077151,"text197","text197","Program","Mexico","Master"
