"","Degree","Closeness","Betweennes","Eigenvector","SS","Node","Partition","Country"
"text679",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text679","text679","Program","Brazil"
"text685",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text685","text685","Program","Brazil"
"text686",2,0.000358680057388809,5.22658511711893,0.0182984710167419,"text686","text686","Program","Brazil"
"text689",2,0.000515995872033024,18.8814020290582,0.035353215386635,"text689","text689","Program","Brazil"
"text691",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text691","text691","Program","Brazil"
"text700",2,0.000517063081695967,21.7793685893249,0.0349817502331307,"text700","text700","Program","Brazil"
"text703",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text703","text703","Program","Brazil"
"text716",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text716","text716","Program","Brazil"
"text717",2,0.0003813882532418,10.3637773496469,0.0212936330606045,"text717","text717","Program","Brazil"
"text719",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text719","text719","Program","Brazil"
"text720",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text720","text720","Program","Brazil"
"text721",2,0.0003813882532418,10.3637773496469,0.0212936330606045,"text721","text721","Program","Brazil"
"text722",2,0.000515463917525773,58.5065490018796,0.0317764621250209,"text722","text722","Program","Brazil"
"text723",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text723","text723","Program","Brazil"
"text725",2,0.000515995872033024,18.8814020290582,0.0353532153866349,"text725","text725","Program","Brazil"
"text726",2,0.000517063081695967,21.7793685893249,0.0349817502331307,"text726","text726","Program","Brazil"
"text727",2,0.000515995872033024,18.8814020290582,0.0353532153866349,"text727","text727","Program","Brazil"
"text733",2,0.000515463917525773,58.5065490018796,0.0317764621250209,"text733","text733","Program","Brazil"
"text739",2,0.000512295081967213,12.1634349645834,0.0322815070331505,"text739","text739","Program","Brazil"
"text749",2,0.000517063081695967,21.7793685893249,0.0349817502331307,"text749","text749","Program","Brazil"
"text754",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text754","text754","Program","Brazil"
"text756",2,0.000517063081695967,21.7793685893249,0.0349817502331307,"text756","text756","Program","Brazil"
"text762",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text762","text762","Program","Brazil"
"text764",2,0.000331345261762757,3.12268158353566,0.0101167548925333,"text764","text764","Program","Brazil"
"text766",2,0.000517063081695967,21.7793685893249,0.0349817502331307,"text766","text766","Program","Brazil"
"text780",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text780","text780","Program","Brazil"
"text781",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text781","text781","Program","Brazil"
"text782",2,0.000521376433785193,25.2436934093961,0.035542864005792,"text782","text782","Program","Brazil"
"text792",2,0.000521376433785193,25.2436934093961,0.035542864005792,"text792","text792","Program","Brazil"
"text796",2,0.000515463917525773,58.5065490018796,0.0317764621250209,"text796","text796","Program","Brazil"
"text797",2,0.000358680057388809,5.22658511711893,0.0182984710167419,"text797","text797","Program","Brazil"
"text803",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text803","text803","Program","Brazil"
"text806",2,0.000358680057388809,5.22658511711893,0.0182984710167419,"text806","text806","Program","Brazil"
"text817",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text817","text817","Program","Brazil"
"text819",2,0.000517063081695967,21.7793685893249,0.0349817502331306,"text819","text819","Program","Brazil"
"text825",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text825","text825","Program","Brazil"
"text828",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text828","text828","Program","Brazil"
"text829",2,0.000414250207125104,16.0396965311089,0.0307766452790695,"text829","text829","Program","Brazil"
"text830",2,0.000414250207125104,16.0396965311089,0.0307766452790695,"text830","text830","Program","Brazil"
"text840",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text840","text840","Program","Brazil"
"text842",2,0.000387596899224806,11.6651567603011,0.0223000103109785,"text842","text842","Program","Brazil"
"text852",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text852","text852","Program","Brazil"
"text854",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text854","text854","Program","Brazil"
"text857",2,0.000521376433785193,25.2436934093961,0.035542864005792,"text857","text857","Program","Brazil"
"text858",2,0.000521376433785193,25.2436934093961,0.035542864005792,"text858","text858","Program","Brazil"
"text867",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text867","text867","Program","Brazil"
"text868",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text868","text868","Program","Brazil"
"text869",2,0.000526870389884088,26.6359771241379,0.0406528717765161,"text869","text869","Program","Brazil"
"text871",2,0.000414250207125104,16.0396965311089,0.0307766452790695,"text871","text871","Program","Brazil"
"text872",2,0.000526870389884088,26.6359771241379,0.0406528717765161,"text872","text872","Program","Brazil"
"text873",2,0.000526870389884088,26.6359771241379,0.0406528717765161,"text873","text873","Program","Brazil"
"text877",2,0.000526870389884088,26.6359771241379,0.0406528717765161,"text877","text877","Program","Brazil"
"text878",2,0.000526870389884088,26.6359771241379,0.0406528717765161,"text878","text878","Program","Brazil"
"text880",2,0.000526870389884088,26.6359771241379,0.0406528717765161,"text880","text880","Program","Brazil"
"text896",2,0.000414250207125104,16.0396965311089,0.0307766452790695,"text896","text896","Program","Brazil"
"text901",2,0.000521376433785193,25.2436934093961,0.035542864005792,"text901","text901","Program","Brazil"
"text921",2,0.000390015600624025,13.0872407959975,0.0226714754644828,"text921","text921","Program","Brazil"
"text922",2,0.000414250207125104,16.0396965311089,0.0307766452790695,"text922","text922","Program","Brazil"
"text4100",1,0.000316856780735108,0,0.00612794215992607,"text4","text4","Program","Brazil"
"text7100",1,0.00050761421319797,0,0.0288538080732046,"text7","text7","Program","Brazil"
"text8100",1,0.00050761421319797,0,0.0288538080732046,"text8","text8","Program","Brazil"
"text924",1,0.00050761421319797,0,0.0288538080732046,"text9","text9","Program","Brazil"
"text1410",1,0.00050761421319797,0,0.0288538080732046,"text14","text14","Program","Brazil"
"text1610",1,0.00050761421319797,0,0.0288538080732046,"text16","text16","Program","Brazil"
"text3810",1,0.00050761421319797,0,0.0288538080732046,"text38","text38","Program","Brazil"
"text4010",1,0.00050761421319797,0,0.0288538080732046,"text40","text40","Program","Brazil"
"text4210",1,0.000367917586460633,0,0.0161720681510524,"text42","text42","Program","Brazil"
"text4310",1,0.00050761421319797,0,0.0288538080732046,"text43","text43","Program","Brazil"
"text5410",1,0.00050761421319797,0,0.0288538080732046,"text54","text54","Program","Brazil"
"text6510",1,0.00050761421319797,0,0.0288538080732046,"text65","text65","Program","Brazil"
"text6710",1,0.000317863954227591,0,0.00649940731343036,"text67","text67","Program","Brazil"
"text6810",1,0.00050761421319797,0,0.0288538080732046,"text68","text68","Program","Brazil"
"text7110",1,0.00050761421319797,0,0.0288538080732046,"text71","text71","Program","Brazil"
"text7410",1,0.00050761421319797,0,0.0288538080732046,"text74","text74","Program","Brazil"
"text7610",1,0.00050761421319797,0,0.0288538080732046,"text76","text76","Program","Brazil"
"text7710",1,0.00050761421319797,0,0.0288538080732046,"text77","text77","Program","Brazil"
"text8010",1,0.00050761421319797,0,0.0288538080732046,"text80","text80","Program","Brazil"
"text8310",1,0.00050761421319797,0,0.0288538080732046,"text83","text83","Program","Brazil"
"text931",1,0.00050761421319797,0,0.0288538080732046,"text93","text93","Program","Brazil"
"text941",1,0.00050761421319797,0,0.0288538080732046,"text94","text94","Program","Brazil"
"text981",1,0.00050761421319797,0,0.0288538080732046,"text98","text98","Program","Brazil"
"text1021",1,0.00050761421319797,0,0.0288538080732046,"text102","text102","Program","Brazil"
"text1051",1,0.00050761421319797,0,0.0288538080732046,"text105","text105","Program","Brazil"
"text1111",1,0.00050761421319797,0,0.0288538080732046,"text111","text111","Program","Brazil"
"text1121",1,0.00050761421319797,0,0.0288538080732046,"text112","text112","Program","Brazil"
"text1201",1,0.00050761421319797,0,0.0288538080732046,"text120","text120","Program","Brazil"
"text1241",1,0.00050761421319797,0,0.0288538080732046,"text124","text124","Program","Brazil"
"text1261",1,0.000305623471882641,0,0.00292265405181632,"text126","text126","Program","Brazil"
"text1281",1,0.00050761421319797,0,0.0288538080732046,"text128","text128","Program","Brazil"
"text1291",1,0.00050761421319797,0,0.0288538080732046,"text129","text129","Program","Brazil"
"text1321",1,0.00034106412005457,0,0.0117990637033115,"text132","text132","Program","Brazil"
"text1361",1,0.0003584229390681,0,0.0146045771280171,"text136","text136","Program","Brazil"
"text1481",1,0.00050761421319797,0,0.0288538080732046,"text148","text148","Program","Brazil"
"text1501",1,0.000367917586460633,0,0.0161720681510524,"text150","text150","Program","Brazil"
"text1561",1,0.00050761421319797,0,0.0288538080732046,"text156","text156","Program","Brazil"
"text1611",1,0.00050761421319797,0,0.0288538080732046,"text161","text161","Program","Brazil"
"text1791",1,0.00050761421319797,0,0.0288538080732046,"text179","text179","Program","Brazil"
"text1841",1,0.00050761421319797,0,0.0288538080732046,"text184","text184","Program","Brazil"
"text1881",1,0.00050761421319797,0,0.0288538080732046,"text188","text188","Program","Brazil"
"text1891",1,0.00050761421319797,0,0.0288538080732046,"text189","text189","Program","Brazil"
"text1911",1,0.00050761421319797,0,0.0288538080732046,"text191","text191","Program","Brazil"
"text1941",1,0.0003584229390681,0,0.0146045771280171,"text194","text194","Program","Brazil"
"text1951",1,0.00050761421319797,0,0.0288538080732046,"text195","text195","Program","Brazil"
"text2071",1,0.00050761421319797,0,0.0288538080732046,"text207","text207","Program","Brazil"
"text2111",1,0.00050761421319797,0,0.0288538080732046,"text211","text211","Program","Brazil"
"text2121",1,0.00050761421319797,0,0.0288538080732046,"text212","text212","Program","Brazil"
"text2201",1,0.000367917586460633,0,0.0161720681510524,"text220","text220","Program","Brazil"
"text2211",1,0.00050761421319797,0,0.0288538080732046,"text221","text221","Program","Brazil"
"text2231",1,0.00034106412005457,0,0.0117990637033115,"text223","text223","Program","Brazil"
"text2291",1,0.00050761421319797,0,0.0288538080732046,"text229","text229","Program","Brazil"
"text2331",1,0.00050761421319797,0,0.0288538080732046,"text233","text233","Program","Brazil"
"text2351",1,0.0003584229390681,0,0.0146045771280171,"text235","text235","Program","Brazil"
"text2451",1,0.00050761421319797,0,0.0288538080732046,"text245","text245","Program","Brazil"
"text2521",1,0.00050761421319797,0,0.0288538080732046,"text252","text252","Program","Brazil"
"text2631",1,0.00050761421319797,0,0.0288538080732046,"text263","text263","Program","Brazil"
"text2641",1,0.0003584229390681,0,0.0146045771280171,"text264","text264","Program","Brazil"
"text2711",1,0.00050761421319797,0,0.0288538080732046,"text271","text271","Program","Brazil"
"text2771",1,0.00050761421319797,0,0.0288538080732046,"text277","text277","Program","Brazil"
"text2791",1,0.00050761421319797,0,0.0288538080732046,"text279","text279","Program","Brazil"
"text2841",1,0.00050761421319797,0,0.0288538080732046,"text284","text284","Program","Brazil"
"text2881",1,0.0003584229390681,0,0.0146045771280171,"text288","text288","Program","Brazil"
"text2931",1,0.00050761421319797,0,0.0288538080732046,"text293","text293","Program","Brazil"
"text2961",1,0.00050761421319797,0,0.0288538080732046,"text296","text296","Program","Brazil"
"text2971",1,0.00050761421319797,0,0.0288538080732046,"text297","text297","Program","Brazil"
"text3111",1,0.00050761421319797,0,0.0288538080732046,"text311","text311","Program","Brazil"
"text3191",1,0.00050761421319797,0,0.0288538080732046,"text319","text319","Program","Brazil"
"text3411",1,0.00034106412005457,0,0.0117990637033115,"text341","text341","Program","Brazil"
"text3431",1,0.00050761421319797,0,0.0288538080732046,"text343","text343","Program","Brazil"
"text3461",1,0.00050761421319797,0,0.0288538080732046,"text346","text346","Program","Brazil"
"text3491",1,0.0003584229390681,0,0.0146045771280171,"text349","text349","Program","Brazil"
"text3561",1,0.00050761421319797,0,0.0288538080732046,"text356","text356","Program","Brazil"
"text3591",1,0.0003584229390681,0,0.0146045771280171,"text359","text359","Program","Brazil"
"text3601",1,0.000367917586460633,0,0.0161720681510524,"text360","text360","Program","Brazil"
"text3661",1,0.000305623471882641,0,0.00292265405181632,"text366","text366","Program","Brazil"
"text3671",1,0.000367917586460633,0,0.0161720681510524,"text367","text367","Program","Brazil"
"text3691",1,0.000367917586460633,0,0.0161720681510524,"text369","text369","Program","Brazil"
"text3701",1,0.000367917586460633,0,0.0161720681510524,"text370","text370","Program","Brazil"
"text3921",1,0.00050761421319797,0,0.0288538080732046,"text392","text392","Program","Brazil"
"text3931",1,0.00050761421319797,0,0.0288538080732046,"text393","text393","Program","Brazil"
"text3941",1,0.00050761421319797,0,0.0288538080732046,"text394","text394","Program","Brazil"
"text4031",1,0.00050761421319797,0,0.0288538080732046,"text403","text403","Program","Brazil"
